atmospheric_temp,CH4_concentration,run
0.0,729.2,1
0.000636312623545,729.199999999264,1
0.0011380848246155,729.164836477137,1
0.0015990096148439,729.124236252125,1
0.0020921059887228,729.165033590275,1
0.0026530463118208,729.332475751552,1
0.0031921118841474,729.482289151643,1
0.0037082990816138,729.606178248417,1
0.0043345254731204,729.907620840696,1
0.0049211576264444,730.152446311849,1
0.0055384040825781,730.445383943862,1
0.0062016168511481,730.804896207898,1
0.0068652224445705,731.145392422207,1
0.0075398649858173,731.452460319567,1
0.0083074143669769,731.756625292088,1
0.0091990111953929,731.912743375392,1
0.0103748584441864,732.172601249376,1
0.0111891934002537,731.818118935132,1
0.0106326633686737,729.322093801259,1
0.011633783137929,729.200026826493,1
0.0127328128054733,729.2,1
0.0138508911113258,729.2,1
0.0149917255638157,729.2,1
0.01615227646012,729.2,1
0.017332898147191,729.2,1
0.0185339512798922,729.2,1
0.0197558029275661,729.2,1
0.0210023918242418,729.2,1
0.0222705276026736,729.2,1
0.0235605972099071,729.2,1
0.0248729944495588,729.2,1
0.0262081293730454,729.2,1
0.027570917147586,729.2,1
0.0289572492338235,729.2,1
0.0303675572668516,729.2,1
0.031802261774948,729.2,1
0.0332618193770777,729.2,1
0.0347524176476185,729.2,1
0.036268747732167,729.2,1
0.0378112611687325,729.2,1
0.0393804361109514,729.2,1
0.0409767496552251,729.2,1
0.0426063306427793,729.2,1
0.0442656390090805,729.2,1
0.0459535938371874,729.2,1
0.0476705327685651,729.2,1
0.0494171244693292,729.2,1
0.0511966183607622,729.2,1
0.0530096919857909,729.2,1
0.0548565373872278,729.2,1
0.0567385703134735,729.2,1
0.0586574287567393,729.2,1
0.0606086393314674,729.2,1
0.062614600403348,729.2,1
0.0646422512839183,729.2,1
0.0667119115797154,729.2,1
0.0688149053486278,729.2,1
0.0709577903574163,729.2,1
0.0731434670759665,729.2,1
0.0753600821149956,729.2,1
0.0776146370904096,729.2,1
0.0799133690491414,729.2,1
0.0822567958238139,729.2,1
0.0846435844247162,729.2,1
0.0870714477257382,729.2,1
0.0895429373019022,729.2,1
0.0920600139737673,729.2,1
0.0946315813204097,729.2,1
0.0972519940835815,729.2,1
0.0999174378448038,729.2,1
0.102628522941876,729.2,1
0.105387400059937,729.2,1
0.10819495900757,729.2,1
0.111055154257075,729.2,1
0.113971831035717,729.2,1
0.116941811582426,729.2,1
0.11996829186657,729.2,1
0.12304704209395,729.2,1
0.126188886964053,729.2,1
0.129384998473458,729.2,1
0.132633169900821,729.2,1
0.135992440131851,729.2,1
0.139395485657768,729.2,1
0.142855030883968,729.2,1
0.146376702331794,729.2,1
0.149960898784502,729.2,1
0.153609478945662,729.2,1
0.157353860030669,729.2,1
0.161159815510507,729.2,1
0.165037301001554,729.2,1
0.168987310673053,729.2,1
0.17302178618066,729.2,1
0.177131241046536,729.2,1
0.181325571864431,729.2,1
0.185594860109951,729.2,1
0.189954457374076,729.2,1
0.194419340159659,729.2,1
0.198958934693328,729.2,1
0.203600029565775,729.2,1
0.208311491446434,729.2,1
0.213113155894643,729.2,1
0.218013380430313,729.2,1
0.222840999485783,729.2,1
0.228182355743552,729.2,1
0.233520275156057,729.2,1
0.238924274477013,729.2,1
0.244301308451758,729.2,1
0.249765341024988,729.2,1
0.255275730509368,729.2,1
0.260829332757907,729.2,1
0.266484540651609,729.2,1
0.272240437478273,729.2,1
0.278125342179158,729.2,1
0.283481176990762,729.2,1
0.28887851345696,729.2,1
0.294332990195937,729.2,1
0.299838969045045,729.2,1
0.305369425291766,729.2,1
0.310945429266852,729.2,1
0.316525528116673,729.2,1
0.322148359252267,729.2,1
0.327781065808516,729.2,1
0.333658629736503,729.2,1
0.340414345695618,729.2,1
0.347352151882104,729.2,1
0.354278154706885,729.2,1
0.361385304709728,729.2,1
0.368588371910456,729.2,1
0.375887040753023,729.2,1
0.383254516256993,729.2,1
0.39078771902547,729.2,1
0.398592820583832,729.2,1
0.406761349317871,729.2,1
0.414599359331009,729.2,1
0.422603520645589,729.2,1
0.430635937716766,729.2,1
0.438719020436416,729.2,1
0.44682720199155,729.2,1
0.45502658570625,729.2,1
0.463446536271618,729.2,1
0.471848080910533,729.2,1
0.480439040587134,729.2,1
0.489116304992853,729.2,1
0.497923649414227,729.2,1
0.506679070666262,729.2,1
0.51566754347773,729.2,1
0.524859836628226,729.2,1
0.534157612634506,729.2,1
0.543612964482569,729.2,1
0.553250357718528,729.2,1
0.563206748343934,729.2,1
0.573367803541369,729.2,1
0.58420086340414,729.2,1
0.595161871306948,729.2,1
0.606737255815162,729.2,1
0.61857913408571,729.2,1
0.630927351133562,729.2,1
0.643767694909877,729.2,1
0.657336182107108,729.2,1
0.67074778299625,729.2,1
0.684396711470694,729.2,1
0.698358279226252,729.2,1
0.711926588748506,729.2,1
0.725480612905385,729.2,1
0.739323482932697,729.2,1
0.752403829672477,729.2,1
0.765291431647262,729.2,1
0.778680920500929,729.2,1
0.792321222463195,729.2,1
0.805882334868503,729.2,1
0.818589618191694,729.2,1
0.832275545022493,729.2,1
0.845430584756447,729.2,1
0.858892385693498,729.2,1
0.87331538025113,729.2,1
0.887836348859315,729.2,1
0.902449676277054,729.2,1
0.916957783872144,729.2,1
0.932542264037889,729.2,1
0.948139607313981,729.2,1
0.964543587907463,729.2,1
0.980838579550203,729.2,1
0.996337237792338,729.2,1
1.01031737431287,729.2,1
1.02456756566945,729.2,1
1.03928550362688,729.2,1
1.05433546857542,729.2,1
1.07017888797519,729.2,1
1.08642174076301,729.2,1
1.1020915630471,729.2,1
1.11825194336714,729.2,1
1.13503593017795,729.2,1
1.15184741334929,729.2,1
1.16884468635146,729.2,1
1.18617896541777,729.2,1
1.20350417201721,729.2,1
1.21932771762247,729.2,1
1.23673097072996,729.2,1
1.25560924529603,729.2,1
1.27527773908779,729.2,1
1.2948267555339,729.2,1
1.31579715379423,729.2,1
1.33924627652519,729.2,1
1.36307466420916,729.2,1
1.38719698513682,729.2,1
1.41199750790192,729.2,1
1.43839229551543,729.2,1
1.46622981363863,729.2,1
1.49486591359056,729.2,1
1.5243551482289,729.2,1
1.55431331548912,729.2,1
1.58496159597225,729.2,1
1.61625536974403,729.2,1
1.64821189233697,729.2,1
1.68130052290179,729.2,1
1.71533221663597,729.2,1
1.75052963490012,729.2,1
1.78676847121551,729.2,1
