CO2_FFI_emissions,CO2_AFOLU_emissions,CO2_emissions,CH4_emissions,N2O_emissions,CO2_FFI_concentration,CO2_AFOLU_concentration,CO2_concentration,CH4_concentration,N2O_concentration,CO2_FFI_forcing,CO2_AFOLU_forcing,CO2_forcing,CH4_forcing,N2O_forcing,atmospheric_temp,sea_layer1_temp,sea_layer2_temp,sea_layer3_temp,CO2_FFI_airborne_emissions,CO2_AFOLU_airborne_emissions,CO2_airborne_emissions,CH4_airborne_emissions,N2O_airborne_emissions,year,run
0.0095056198912428,0.297464606513689,0.306970226404932,19.0197831178096,0.0860223075384803,0,0,278.3,729.2,270.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1750,1
0.0095059632291389,0.302937098519477,0.312443061748616,18.9151088699315,0.0876474636238348,0,0,278.332338278851,729.199999999264,270.1,0,0,0.000636272088984,-4.77241293359021e-13,4.05350720853598e-08,0.0006363126235788,7.32128625908726e-05,4.82620860208205e-06,4.94506156397022e-08,0,0,0.252270965560829,-2.0925549558423602e-09,-1.51276500988065e-12,1751,1
0.009510002042484,0.308510268616364,0.318020270658848,18.8897118118868,0.0893033225858889,0,0,278.358962928193,729.164836482155,270.100207355035,0,0,0.0011600745629723,-2.28063985001959e-05,8.21327234558702e-07,0.0011380894917066,0.0001460567931771,1.76694253927667e-05,3.40130921913044e-07,0,0,0.459969898089009,-0.0999969531354125,0.0016177239833745,1752,1
0.00951034538038,0.314185968991254,0.323696314371634,19.1213772311719,0.0909904644714738,0,0,278.383653845202,729.12423628899,270.100624088869,0,0,0.0016457923644438,-4.91396624518177e-05,2.37099261144423e-06,0.0015990236946034,0.0002149453045529,3.83469147202455e-05,1.06741385693312e-06,0,0,0.652583781563735,-0.21545455983007,0.0048689607779958,1753,1
0.0095143841937251,0.319966085905957,0.329480470099682,19.5090610650158,0.0927094802858183,0,0,278.407256492186,729.165033667674,270.101252280788,0,0,0.002110064720743,-2.26783642809697e-05,4.74615980532167e-06,0.0020921325162673,0.000287741773939,6.70524943166119e-05,2.40438118848846e-06,0,0,0.836708068810698,-0.0994362028966123,0.0097699323643518,1754,1
0.0095184230070702,0.325852540324066,0.335370963331136,19.5004549333117,0.0944609721995776,0,0,278.430090664959,729.33247578195,270.102094066484,0,0,0.0025591864200146,8.59161525340758e-05,7.9800313722133e-06,0.0026530826039208,0.0003701370008638,0.0001046745422987,4.52219462407051e-06,0,0,1.01483748750214,0.37673063934425,0.0163373007973051,1755,1
0.010169170023994,0.33184728854937,0.342016458573364,19.4625365998159,0.0962455537597732,0,0,278.452355318033,729.482289136731,270.103151638962,0,0,0.0029970736543339,0.0001830657442887,1.20013818449231e-05,0.0031921407804675,0.0004530232490896,0.0001517365459698,7.59775476835538e-06,0,0,1.1885240820982,0.80276534620627,0.0245881752604252,1756,1
0.0101732088373391,0.337952322876018,0.348125531713357,20.0235406641442,0.0980638501047189,0,0,278.474270765577,729.606178771029,270.104427249459,0,0,0.0034280614272467,0.0002633961574649,1.68142319374922e-05,0.0037082718166491,0.0005345270618364,0.0002082357086879,1.17952336988073e-05,0,0,1.35948652379047,1.15507895742125,0.0345401192660177,1757,1
0.0101772476506841,0.344169672250627,0.354346919901311,19.9340053291859,0.0999164981830059,0,0,278.495878372816,729.907624517064,270.105923208391,0,0,0.0038529646288682,0.0004588223980471,2.25391825058423e-05,0.0043343262094211,0.0006295852050491,0.000275058426765,1.72703402760601e-05,0,0,1.52804750277274,2.0123212922855,0.0462111580019212,1758,1
0.0101812864640292,0.350501402946593,0.360682689410622,20.1414662138841,0.101804146976626,0,0,278.517286743444,730.152462826549,270.10764188631,0,0,0.0042739199699135,0.0006175170032128,2.90561189861677e-05,0.0049204930921124,0.0007240343024808,0.0003527943537334,2.41906113382348e-05,0,0,1.69505423662589,2.70858510376007,0.0596197858277028,1759,1
