CO2_FFI_emissions,CO2_AFOLU_emissions,CO2_emissions,CH4_emissions,N2O_emissions,CO2_FFI_concentration,CO2_AFOLU_concentration,CO2_concentration,CH4_concentration,N2O_concentration,CO2_FFI_forcing,CO2_AFOLU_forcing,CO2_forcing,CH4_forcing,N2O_forcing,atmospheric_temp,sea_layer1_temp,sea_layer2_temp,sea_layer3_temp,CO2_FFI_airborne_emissions,CO2_AFOLU_airborne_emissions,CO2_airborne_emissions,CH4_airborne_emissions,N2O_airborne_emissions,year
0.0095056198912428,0.297464606513689,0.306970226404932,19.0197831178096,0.0860223075384803,0,0,278.3,729.2,270.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1750
0.0095059632291389,0.302937098519477,0.312443061748616,18.9151088699315,0.0876474636238348,0,0,278.332338278851,729.199999999264,270.1,0,0,0.000636272088984,-4.77241293359021e-13,4.05350720853598e-08,0.0006363126235788,0.0001244363565109,2.90360230657121e-05,3.54201739928376e-07,0,0,0.252270965560829,-2.0925549558423602e-09,-1.51276500988065e-12,1751
0.009510002042484,0.308510268616364,0.318020270658848,18.8897118118868,0.0893033225858889,0,0,278.358963068483,729.164836485127,270.100207355035,0,0,0.0011600773228583,-2.28063965730567e-05,8.21327412024384e-07,0.0011380922536972,0.0002583105650211,8.42629845929116e-05,1.78448767511262e-06,0,0,0.459970992490731,-0.0999969446860084,0.0016177239833745,1752
0.00951034538038,0.314185968991254,0.323696314371634,19.1213772311719,0.0909904644714738,0,0,278.383654287956,729.124236311852,270.100624088869,0,0,0.0016458010739121,-4.91396476230263e-05,2.37099317887055e-06,0.0015990324194679,0.0003984604191714,0.0001535336664157,4.38128120405709e-06,0,0,0.652587235487812,-0.215454494814882,0.0048689607779958,1753
0.0095143841937251,0.319966085905957,0.329480470099682,19.5090610650158,0.0927094802858183,0,0,278.407257438837,729.165033720678,270.101252280788,0,0,0.0021100833409944,-2.26783299029551e-05,4.74616102055792e-06,0.002092151172112,0.0005528988954534,0.0002331293556077,7.99794174322447e-06,0,0,0.836715453641383,-0.0994360521644732,0.0097699323643518,1754
0.0095184230070702,0.325852540324066,0.335370963331136,19.5004549333117,0.0944609721995776,0,0,278.430092364581,729.332475786727,270.102094066484,0,0,0.0025592198483747,8.59161556319408e-05,7.98003350365069e-06,0.0026531160375102,0.0007281929859226,0.0003236202253687,1.2517010239243e-05,0,0,1.01485074625896,0.376730652929018,0.0163373007973051,1755
0.010169170023994,0.33184728854937,0.342016458573364,19.4625365998159,0.0962455537597732,0,0,278.452358066934,729.482288900773,270.103151638962,0,0,0.0029971277160612,0.0001830655912859,1.2001385156845e-05,0.0031921946925039,0.0009081922034677,0.0004220481582816,1.78474689117048e-05,0,0,1.18854552628396,0.802764675196181,0.0245881752604252,1756
0.0101732088373391,0.337952322876018,0.348125531713357,20.0235406641442,0.0980638501047189,0,0,278.4742748668,729.606178051547,270.104427249459,0,0,0.0034281420788093,0.0002633956909739,1.68142366744773e-05,0.0037083520064577,0.0010884322082256,0.0005246056067409,2.3827441218295e-05,0,0,1.3595185174447,1.15507691138071,0.0345401192660177,1757
0.0101772476506841,0.344169672250627,0.354346919901311,19.9340053291859,0.0999164981830059,0,0,278.495884125196,729.907622865347,270.105923208391,0,0,0.0038530777427444,0.0004588213273693,2.25391887934395e-05,0.0043344382589071,0.0012922771724082,0.000634638977151,3.03453639732924e-05,0,0,1.52809237709557,2.01231659518281,0.0462111580019212,1758
0.0101812864640292,0.350501402946593,0.360682689410622,20.1414662138841,0.101804146976626,0,0,278.517294492993,730.152459551626,270.10764188631,0,0,0.0042740723450394,0.0006175148807369,2.90561268752598e-05,0.0049206433526516,0.001496110682688,0.0007501782619763,3.73846716600443e-05,0,0,1.69511469086889,2.70857579063177,0.0596197858277028,1759
0.0101816298019253,0.356949619250787,0.367131249052713,20.4167971445005,0.10372745772831,0,0,278.538590242042,730.445442003248,270.109585714884,0,0,0.0046927835898415,0.0008073754385942,3.64317548425773e-05,0.0055365907832783,0.0017084503044796,0.0008702247144259,4.48646671790168e-05,0,0,1.86124286360041,3.54175046370776,0.0747849739229349,1760
0.0111465115919923,0.363516464162903,0.374662975754895,20.4559901689881,0.105687104173159,0,0,278.559839786221,730.805134267616,270.111757187901,0,0,0.0051105569482491,0.0010404074074211,4.46854765313778e-05,0.0061956498322016,0.0019329315374614,0.00099593820869,5.27502029407076e-05,0,0,2.02701059206887,4.56463249337739,0.0917261780902845,1761
0.0111505697653139,0.370204120107651,0.381354689872965,20.4516873819768,0.107683772774657,0,0,278.581201757233,731.146340960008,270.114158862285,0,0,0.0055305110425715,0.0012614038425186,5.37800537402724e-05,0.0068456949388304,0.0021605401921314,0.0011260414995298,6.10240118272889e-05,0,0,2.19365536244572,5.53494581013351,0.110463346716198,1762
0.0111546279386354,0.377014809660075,0.388169437598711,20.545179336814,0.109718162965136,0,0,278.602602531164,731.456078690105,270.11679335914,0,0,0.0059511981864495,0.0014619680737352,6.37179446787099e-05,0.0074768842048634,0.0023871571533377,0.0012582015518756,6.96182759684207e-05,0,0,2.36060283445208,6.41576863956706,0.131016928892022,1763
0.011158686111957,0.383950796284196,0.395109482396153,20.2609172101632,0.111790987390788,0,0,278.624093925638,731.769970489435,270.11966336481,0,0,0.0063736367208447,0.0016651736082144,7.45286571415364e-05,0.0081133389862006,0.0026156582254089,0.001391681701257,7.84477228063631e-05,0,0,2.52825723746396,7.308404685994,0.153407882698439,1764
